location,fault_severity,et,nbet,rt,nbrt,st,lf,nblf,svol,volmoy,volsd
l465,0,e11xe20xe34xe35,4,r2xr8,2,s1,f134xf160xf219xf232xf233xf235xf301xf307xf312xf44xf68xf95,12,50,4.16666666666667,7.06892473928652
l962,0,e11xe15,2,r8,1,s1,f203xf82,2,12,6,0
l149,0,e34xe35,2,r2,1,s2,f227xf232xf233xf307xf312xf313xf315,7,158,22.5714285714286,15.3172793804594
l471,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,55,9.16666666666667,3.43025752191678
l1037,0,e11,1,r8,1,s1,f170,1,16,16,0
l853,1,e11,1,r8,1,s1,f170xf54,2,3,1.5,0.707106781186548
l899,0,e42xe43xe44,3,r2,1,s1,f283xf290xf291xf368xf376,5,6,1.2,0.447213595499958
l875,0,e11,1,r8,1,s1,f191xf70xf81,3,6,2,1
l1010,0,e11,1,r8,1,s2,f73,1,5,5,0
l823,0,e11xe15,2,r8,1,s1,f193xf71,2,7,3.5,2.12132034355964
l1115,0,e11,1,r8,1,s1,f171xf195xf55xf73,4,119,29.75,33.2001506020681
l613,0,e15xe54,2,r8,1,s2,f63xf82,2,7,3.5,0.707106781186548
l493,0,e34xe35,2,r2,1,s2,f229xf234xf309xf314,4,4,1,0
l223,1,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l619,1,e11,1,r8,1,s1,f170xf54,2,28,14,4.24264068711928
l1075,0,e15,1,r8,1,s2,f203xf82,2,20,10,2.82842712474619
l963,0,e11,1,r8,1,s1,f109xf195xf73,3,11,3.66666666666667,3.05505046330389
l128,0,e34xe35,2,r2,1,s2,f233xf235xf313xf315,4,155,38.75,15.305227865014
l955,0,e20,1,r2,1,s1,f134,1,1,1,0
l1047,0,e11,1,r8,1,s1,f171xf55,2,2,1,0
l242,0,e34xe35,2,r2,1,s2,f229xf232xf234xf309xf312xf314,6,147,24.5,7.73950902835574
l600,0,e15,1,r8,1,s2,f203xf82,2,32,16,0
l409,1,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,13,2.16666666666667,0.752772652709081
l193,0,e34xe35,2,r2,1,s2,f229xf232xf234xf309xf312xf314,6,28,4.66666666666667,4.22689799577263
l128,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,4,1,0
l1058,0,e11,1,r8,1,s1,f170,1,2,2,0
l427,1,e34xe35,2,r2,1,s2,f233xf235xf313xf315,4,11,2.75,1.70782512765993
l995,2,e11xe15,2,r8,1,s1,f172xf193xf203xf56xf71xf76xf82,7,62,8.85714285714286,6.81734482597077
l276,0,e34xe35,2,r2,1,s2,f232xf312,2,4,2,0
l235,0,e34,1,r2,1,s2,f227xf232,2,2,1,0
l643,0,e50,1,r2,1,s4,f374,1,2,2,0
l734,0,e11xe15,2,r8,1,s1,f193xf71xf80,3,8,2.66666666666667,1.52752523165195
l1107,0,e11xe15,2,r8,1,s1,f193xf71,2,15,7.5,2.12132034355964
l374,0,e34xe35,2,r2,1,s2,f232xf312,2,132,66,2.82842712474619
l519,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,8,1.33333333333333,0.516397779494322
l336,1,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l649,1,e11,1,r8,1,s1,f170xf204xf54xf83,4,44,11,10.3923048454133
l1027,0,e21,1,r2,1,s1,f220,1,1,1,0
l805,0,e11,1,r8,1,s1,f191xf70,2,2,1,0
l141,1,e34xe35,2,r2,1,s2,f221xf301,2,3,1.5,0.707106781186548
l704,2,e11xe15,2,r8,1,s1,f203xf71xf74xf82,4,14,3.5,3.3166247903554
l793,0,e11,1,r8,1,s1,f195xf73,2,59,29.5,21.920310216783
l834,2,e11xe15,2,r8,1,s1,f203xf82,2,24,12,4.24264068711928
l159,1,e11xe34xe35,3,r2xr8,2,s1,f160xf211xf277xf278xf353xf354xf44xf94,8,8,1,0
l1116,0,e11,1,r8,1,s1,f202xf68,2,2,1,0
l135,0,e34xe35,2,r2,1,s2,f232xf312,2,13,6.5,0.707106781186548
l798,2,e15,1,r8,1,s2,f203xf82,2,30,15,4.24264068711928
l1052,1,e15,1,r8,1,s2,f203xf82,2,15,7.5,6.36396103067893
l810,1,e15xe54,2,r8,1,s2,f203xf82,2,11,5.5,6.36396103067893
l972,0,e11,1,r8,1,s1,f170xf54,2,2,1,0
l810,0,e15xe54,2,r2xr8,2,s1,f71xf82,2,9,4.5,0.707106781186548
l976,1,e15,1,r8,1,s2,f203xf82,2,9,4.5,4.94974746830583
l1087,1,e11,1,r8,1,s1,f201xf80,2,2,1,0
l373,0,e34xe35,2,r2,1,s2,f232xf312,2,82,41,7.07106781186548
l1052,0,e11xe15xe54,3,r2xr8,2,s1,f201xf80xf82,3,20,6.66666666666667,3.78593889720018
l1095,0,e11xe13,2,r6xr8,2,s1,f273xf68,2,2,1,0
l9,0,e11xe15,2,r8,1,s1,f193xf71,2,7,3.5,0.707106781186548
l845,1,e15,1,r8,1,s2,f203xf82,2,7,3.5,3.53553390593274
l471,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,25,4.16666666666667,2.13697605664328
l123,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313xf315,5,6,1.2,0.447213595499958
l1020,1,e11,1,r8,1,s1,f155xf170xf182xf204xf209xf68,6,13,2.16666666666667,1.16904519445001
l661,0,e11,1,r8,1,s2,f54,1,1,1,0
l814,0,e11,1,r8,1,s1,f191xf70,2,11,5.5,2.12132034355964
l771,2,e11xe15,2,r8,1,s1,f108xf193xf203xf71xf82,5,458,91.6,124.081827839535
l834,2,e11xe15,2,r8,1,s1,f203xf82,2,27,13.5,6.36396103067893
l875,0,e11,1,r8,1,s1,f202xf81,2,6,3,1.4142135623731
l490,0,e34xe35,2,r2,1,s2,f232xf235xf312xf315,4,8,2,0
l375,0,e34xe35,2,r2,1,s2,f233xf313,2,21,10.5,3.53553390593274
l409,1,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,8,1.33333333333333,0.516397779494322
l821,1,e15,1,r8,1,s2,f203xf82,2,15,7.5,3.53553390593274
l793,0,e11,1,r8,1,s1,f195xf73,2,114,57,1.4142135623731
l684,2,e15,1,r8,1,s2,f203xf71xf82,3,63,21,21.6564078277077
l976,2,e15,1,r8,1,s2,f203xf82,2,12,6,0
l481,0,e34xe35,2,r2,1,s2,f228xf230xf308xf310,4,98,24.5,3.51188458428425
l484,0,e35,1,r2,1,s4,f309xf314,2,2,1,0
l1,1,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,23,5.75,1.25830573921179
l139,1,e20xe35,2,r2,1,s1,f134xf219xf301xf307xf312xf313,6,7,1.16666666666667,0.408248290463863
l268,1,e20xe35,2,r2,1,s1,f134xf219xf301xf307xf312xf313,6,6,1,0
l91,0,e34xe35,2,r2,1,s2,f235xf315,2,152,76,33.9411254969543
l506,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,33,8.25,8.61684396980704
l619,0,e11,1,r8,1,s1,f170xf54,2,8,4,0
l91,0,e34xe35,2,r2,1,s2,f227xf232xf235xf307xf312xf315,6,401,66.8333333333333,104.568478360674
l665,0,e11,1,r8,1,s1,f55,1,8,8,0
l122,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,16,2.66666666666667,1.75119007154183
l1094,2,e11xe15,2,r8,1,s1,f188xf196xf198xf66xf74xf76,6,30,5,4.14728827066554
l470,0,e20xe36,2,r2,1,s1,f134xf219xf237,3,3,1,0
l103,0,e34xe35,2,r2,1,s2,f235xf315,2,17,8.5,0.707106781186548
l476,0,e34xe35,2,r2,1,s2,f228xf229xf232xf234xf308xf309xf312xf314,8,99,12.375,14.2521928137392
l836,0,e11,1,r8,1,s2,f73,1,2,2,0
l95,0,e34xe35,2,r2,1,s2,f228xf308,2,2,1,0
l404,1,e21,1,r2,1,s1,f135xf220,2,2,1,0
l116,0,e20xe35,2,r2,1,s1,f134xf301,2,2,1,0
l1038,1,e11,1,r8,1,s1,f54,1,2,2,0
l380,0,e34xe35,2,r2,1,s2,f232xf312,2,15,7.5,2.12132034355964
l378,0,e20xe34xe35,3,r2,1,s1,f134xf219xf232xf301xf312,5,9,1.8,1.09544511501033
l976,2,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,52,13,10.4243305140746
l405,0,e34xe35,2,r2,1,s2,f232xf312,2,16,8,2.82842712474619
l159,0,e34xe35,2,r2,1,s2,f232xf312,2,5,2.5,0.707106781186548
l255,1,e34xe35,2,r2,1,s2,f232xf312xf313,3,6,2,1
l292,1,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,7,1.75,0.957427107756338
l931,1,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,10,2.5,3
l845,0,e15,1,r8,1,s2,f203xf82,2,21,10.5,12.0208152801713
l731,0,e11,1,r8,1,s1,f171xf55,2,4,2,0
l36,0,e20xe21,2,r2,1,s1,f134xf135xf219xf220,4,6,1.5,0.577350269189626
l135,0,e34xe35,2,r2,1,s2,f232xf312,2,14,7,0
l684,2,e15,1,r8,1,s2,f203xf71xf82,3,17,5.66666666666667,5.68624070307733
l1052,0,e11xe15,2,r8,1,s1,f201xf80xf82,3,16,5.33333333333333,4.04145188432738
l602,0,e11,1,r8,1,s1,f171,1,2,2,0
l484,0,e34xe35,2,r2,1,s2,f229xf230xf232xf234xf235xf309xf310xf312xf314xf315,10,56,5.6,5.01553143301441
l1008,0,e15,1,r8,1,s2,f203xf80xf82,3,25,8.33333333333333,7.02376916856849
l186,0,e20xe35,2,r2,1,s1,f134xf219xf301xf312,4,5,1.25,0.5
l34,0,e11,1,r8,1,s1,f171xf55,2,23,11.5,2.12132034355964
l1044,0,e11,1,r8,1,s1,f73,1,1,1,0
l507,0,e34xe35,2,r2,1,s2,f232xf312,2,38,19,2.82842712474619
l710,1,e11,1,r8,1,s2,f177xf60,2,4,2,0
l896,0,e42xe43xe44,3,r2,1,s1,f283xf290xf291xf368xf375xf376,6,41,6.83333333333333,3.43025752191678
l476,0,e11xe34xe35,3,r2xr8,2,s1,f160xf211xf230xf232xf234xf235xf310xf312xf314xf315xf44xf94,12,18,1.5,0.674199862463242
l826,0,e11,1,r8,1,s1,f170xf54,2,7,3.5,0.707106781186548
l653,0,e15,1,r8,1,s2,f82,1,2,2,0
l885,2,e11,1,r8,1,s2,f202xf81,2,8,4,0
l961,1,e11,1,r8,1,s1,f170xf204xf54xf83,4,24,6,4.61880215351701
l767,1,e11xe13,2,r6xr8,2,s1,f179xf345xf54xf68,4,20,5,4.76095228569523
l1052,1,e15xe54,2,r2xr8,2,s1,f203xf82,2,15,7.5,7.77817459305202
l147,1,e34xe35,2,r2,1,s2,f227xf232xf233xf307xf312xf313,6,7,1.16666666666667,0.408248290463863
l238,0,e11xe20xe34xe35,4,r2xr8,2,s1,f134xf181xf232xf301xf307xf312,6,6,1,0
l945,0,e11,1,r8,1,s2,f202xf81,2,28,14,5.65685424949238
l149,0,e34xe35,2,r2,1,s2,f227xf232xf233xf307xf312xf313,6,29,4.83333333333333,1.47196014438797
l790,0,e20xe23,2,r2xr7,2,s1,f134xf219xf306,3,3,1,0
l255,0,e34xe35,2,r2,1,s2,f232xf312,2,10,5,1.4142135623731
l948,1,e11xe23,2,r7xr8,2,s1,f170xf306xf54,3,4,1.33333333333333,0.577350269189626
l62,1,e20,1,r2,1,s1,f134xf219,2,2,1,0
l704,0,e11xe15,2,r8,1,s1,f193xf196xf203xf71xf74xf82,6,13,2.16666666666667,0.983192080250175
l1024,0,e11,1,r8,1,s1,f195xf73,2,26,13,11.3137084989848
l798,1,e11xe15,2,r8,1,s1,f203xf82,2,6,3,1.4142135623731
l309,0,e20xe35,2,r2,1,s1,f134xf219xf301xf312,4,6,1.5,0.577350269189626
l1019,0,e11xe15,2,r8,1,s1,f203xf80xf82,3,21,7,5
l995,1,e15,1,r8,1,s2,f203xf71xf80xf82,4,26,6.5,9.03696114115064
l544,0,e20xe54,2,r2,1,s1,f134xf219,2,2,1,0
l51,0,e20,1,r2,1,s1,f134,1,1,1,0
l808,0,e11xe15,2,r8,1,s1,f193xf71,2,23,11.5,3.53553390593274
l724,2,e11,1,r8,1,s1,f170xf54,2,24,12,2.82842712474619
l707,0,e15xe26,2,r8xr9,2,s2,f193xf276xf349xf71,4,12,3,2.3094010767585
l613,2,e11xe15xe54,3,r8,1,s1,f193xf203xf71xf82,4,40,10,11.3431330181157
l273,0,e11,1,r8,1,s1,f68,1,1,1,0
l471,0,e34xe35,2,r2,1,s2,f232xf312,2,211,105.5,12.0208152801713
l244,0,e34xe35,2,r2,1,s2,f232xf312,2,9,4.5,0.707106781186548
l826,1,e11xe13,2,r6xr8,2,s1,f179xf345xf68,3,5,1.66666666666667,0.577350269189626
l1075,2,e15,1,r8,1,s2,f203xf82,2,19,9.5,0.707106781186548
l898,0,e47,1,r2,1,s1,f285,1,188,188,0
l745,0,e11xe13xe14,3,r4xr6xr8,3,s1,f345xf68,2,9,4.5,3.53553390593274
l565,2,e11xe3,2,r8,1,s1,f140xf171xf191xf55xf70,5,26,5.2,5.84807660688538
l627,1,e11xe22xe23,3,r7xr8,2,s2,f222xf223xf305xf306xf75,5,11,2.2,1.09544511501033
l242,0,e34xe35,2,r2,1,s2,f229xf232xf234xf309xf312xf314,6,308,51.3333333333333,11.5007246148522
l653,2,e15,1,r8,1,s2,f203xf80xf82,3,72,24,21.2837966537928
l479,0,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l845,0,e15,1,r8,1,s2,f203xf82,2,30,15,8.48528137423857
l839,0,e11,1,r8,1,s2,f170xf68,2,2,1,0
l469,0,e34xe35,2,r2,1,s2,f228xf229xf230xf232xf234xf307xf309xf311xf312xf314,10,105,10.5,7.5608641481425
l600,0,e11xe15,2,r8,1,s1,f203xf82,2,80,40,14.142135623731
l957,0,e11xe54,2,r2xr8,2,s1,f70,1,2,2,0
l1095,0,e11xe18,2,r10xr8,2,s1,f179xf266xf267xf341xf68,5,5,1,0
l651,1,e11,1,r8,1,s1,f209,1,3,3,0
l1026,0,e11xe13,2,r6xr8,2,s1,f345xf54,2,2,1,0
l704,0,e15,1,r8,1,s2,f203xf82,2,13,6.5,2.12132034355964
l1021,1,e11,1,r8,1,s1,f155xf170xf182xf204xf209xf54,6,16,2.66666666666667,1.75119007154183
l834,0,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,21,5.25,2.62995563967658
l1008,0,e15,1,r8,1,s2,f82,1,2,2,0
l1107,0,e15,1,r8,1,s2,f71xf82,2,4,2,0
l466,0,e34xe35,2,r2,1,s2,f232xf234xf312xf314,4,63,15.75,7.8049129826454
l498,0,e34xe35,2,r2,1,s2,f233xf234xf235xf313xf314xf315,6,169,28.1666666666667,18.1594787003005
l97,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l1023,1,e29,1,r9,1,s1,f132xf217,2,2,1,0
l1050,1,e11xe14,2,r4xr8,2,s2,f170xf68,2,2,1,0
l549,1,e11xe39,2,r8,1,s1,f156xf171xf41xf55,4,8,2,1.4142135623731
l943,0,e32,1,r8,1,s4,f280,1,1,1,0
l704,1,e15,1,r8,1,s2,f193xf203xf71xf82,4,14,3.5,2.88675134594813
l1065,0,e20,1,r2,1,s1,f134,1,1,1,0
l466,0,e34xe35,2,r2,1,s2,f234xf314,2,39,19.5,0.707106781186548
l684,1,e15,1,r8,1,s2,f203xf82,2,8,4,2.82842712474619
l206,0,e20xe34xe35,3,r2,1,s1,f134xf219xf227xf232xf301xf307xf312,7,7,1,0
l821,2,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,74,18.5,19.226717521893
l962,0,e11xe15,2,r8,1,s1,f201xf80xf82,3,20,6.66666666666667,1.52752523165195
l324,0,e34xe35,2,r2,1,s2,f228xf230xf308xf310,4,6,1.5,0.577350269189626
l814,0,e11,1,r8,1,s1,f191xf70,2,6,3,2.82842712474619
l999,1,e11,1,r8,1,s1,f54,1,2,2,0
l280,1,e11xe34xe35,3,r2xr8,2,s2,f181xf227xf232xf233xf235xf307xf312xf313xf315,9,9,1,0
l684,1,e11xe15,2,r8,1,s1,f203xf71xf82,3,37,12.3333333333333,17.0977581376429
l895,1,e42xe43xe44xe50,4,r2,1,s2,f290xf368xf374xf375xf376,5,16,3.2,2.04939015319192
l957,0,e11,1,r8,1,s1,f171xf55,2,4,2,0
l632,0,e11,1,r8,1,s2,f40,1,1,1,0
l466,0,e34xe35,2,r2,1,s2,f234xf314,2,18,9,2.82842712474619
l1086,2,e15,1,r8,1,s2,f203xf82,2,31,15.5,10.6066017177982
l19,1,e11,1,r8,1,s1,f55,1,1,1,0
l1075,2,e15,1,r8,1,s2,f201xf203xf68xf80xf82,5,89,17.8,22.5765364925624
l618,1,e11xe23,2,r7xr8,2,s1,f170xf306xf54,3,3,1,0
l126,0,e34xe35,2,r2,1,s2,f232xf233xf235xf307xf312xf313xf315,7,39,5.57142857142857,0.975900072948533
l509,0,e34xe35,2,r2,1,s2,f232xf312,2,12,6,2.82842712474619
l382,1,e35,1,r2,1,s4,f312,1,1,1,0
l793,0,e11,1,r8,1,s1,f195xf73,2,41,20.5,3.53553390593274
l834,1,e15,1,r8,1,s2,f203xf82,2,5,2.5,2.12132034355964
l1107,2,e15,1,r8,1,s2,f193xf203xf71xf82,4,203,50.75,57.8525424390896
l885,0,e11,1,r8,1,s2,f195xf73,2,18,9,2.82842712474619
l135,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,58,9.66666666666667,7.47440075635945
l931,0,e15,1,r8,1,s2,f203xf82,2,6,3,0
l972,2,e11,1,r8,1,s1,f164xf170xf209xf54,4,46,11.5,17.7482393492988
l159,0,e35,1,r2,1,s4,f312,1,2,2,0
l282,0,e35,1,r2,1,s4,f307xf312,2,2,1,0
l484,0,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l53,1,e20,1,r2,1,s1,f134xf219,2,2,1,0
l1026,0,e11xe13,2,r6xr8,2,s1,f179xf273xf345xf68,4,12,3,1.4142135623731
l962,2,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,31,7.75,9.74251849711699
l477,0,e20xe34xe35,3,r2,1,s1,f134xf219xf232xf301xf312,5,95,19,24.738633753706
l1104,0,e15,1,r8,1,s2,f63,1,1,1,0
l1018,0,e11xe15,2,r8,1,s1,f193xf201xf71xf80,4,5,1.25,0.5
l504,0,e34xe35,2,r2,1,s2,f232xf312,2,12,6,2.82842712474619
l124,0,e34xe35,2,r2,1,s2,f233xf235xf313xf315,4,14,3.5,1.29099444873581
l443,0,e11xe35,2,r2xr8,2,s1,f44xf94,2,2,1,0
l966,0,e11,1,r8,1,s2,f171xf55,2,2,1,0
l661,1,e11xe13xe14xe20xe23xe24,6,r2xr4xr6xr7xr8,5,s1,f134xf219xf223xf273xf306xf318xf345xf53xf54xf75,10,25,2.5,2.50554939639548
l97,0,e35,1,r2,1,s4,f307xf312,2,4,2,0
l374,0,e34xe35,2,r2,1,s2,f232xf312,2,6,3,0
l821,1,e11xe15xe54,3,r2xr8,2,s1,f193xf201xf203xf71xf80xf82,6,46,7.66666666666667,6.77249338624016
l115,0,e34xe35,2,r2,1,s2,f232xf312,2,4,2,0
l600,1,e15,1,r8,1,s2,f203xf82,2,28,14,5.65685424949238
l962,2,e15,1,r8,1,s2,f203xf82,2,52,26,8.48528137423857
l8,0,e11xe15,2,r8,1,s1,f172xf56,2,6,3,1.4142135623731
l1094,0,e11xe54,2,r2xr8,2,s1,f196xf74,2,2,1,0
l653,1,e11xe15,2,r8,1,s1,f203xf82,2,14,7,7.07106781186548
l1018,0,e11xe15,2,r8,1,s1,f201xf80,2,12,6,1.4142135623731
l460,1,e34xe35,2,r2,1,s2,f232xf312,2,6,3,0
l478,0,e34xe35,2,r2,1,s2,f234xf314,2,2,1,0
l102,0,e34xe35,2,r2,1,s2,f228xf230xf232xf312,4,11,2.75,2.06155281280883
l638,1,e42xe44,2,r2,1,s1,f283xf291xf368xf376,4,32,8,5.77350269189626
l1070,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l325,0,e34xe35,2,r2,1,s2,f232xf233xf234xf312xf313xf314,6,6,1,0
l1024,0,e11,1,r8,1,s1,f195xf73,2,2,1,0
l114,1,e20,1,r2,1,s1,f134xf219,2,2,1,0
l1095,0,e11,1,r8,1,s2,f77,1,1,1,0
l1107,1,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,53,13.25,16.1735380586108
l498,0,e35,1,r2,1,s4,f310xf312xf315,3,3,1,0
l270,0,e34xe35,2,r2,1,s2,f232xf312xf313,3,3,1,0
l944,0,e11,1,r8,1,s1,f170,1,1,1,0
l467,0,e34xe35,2,r2,1,s2,f232xf312,2,8,4,2.82842712474619
l477,0,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,21,5.25,4.3493294502333
l91,0,e34xe35,2,r2,1,s2,f227xf232xf235xf307xf312xf315,6,373,62.1666666666667,99.0018518345322
l707,0,e15xe26,2,r8xr9,2,s2,f193xf276xf71,3,5,1.66666666666667,1.15470053837925
l914,0,e11,1,r8,1,s1,f53,1,1,1,0
l1008,0,e15,1,r8,1,s2,f71,1,1,1,0
l704,2,e11xe15,2,r8,1,s1,f196xf201xf203xf74xf80xf82,6,51,8.5,8.40832920383116
l549,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l1099,0,e11,1,r8,1,s1,f171xf191xf55xf70,4,14,3.5,1.29099444873581
l1046,1,e11xe13,2,r6xr8,2,s1,f179xf273xf345xf68,4,11,2.75,1.5
l810,0,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,100,25,30.9946231896222
l485,0,e34xe35,2,r2,1,s2,f232xf312,2,44,22,2.82842712474619
l823,1,e11xe15,2,r8,1,s1,f193xf201xf71xf80,4,37,9.25,11.7862914721581
l899,0,e42xe44,2,r2,1,s1,f283xf291xf368xf376,4,32,8,0
l917,1,e11,1,r8,1,s1,f170,1,2,2,0
l460,0,e34xe35,2,r2,1,s2,f232xf312,2,9,4.5,0.707106781186548
l179,0,e34xe35,2,r2,1,s2,f232xf312,2,68,34,5.65685424949238
l1107,0,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,99,24.75,27.5242317482856
l704,0,e15,1,r8,1,s2,f71xf82,2,3,1.5,0.707106781186548
l684,0,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,24,6,7.07106781186548
l226,0,e20xe35,2,r2,1,s1,f134xf219xf301,3,3,1,0
l150,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,9,1.5,0.836660026534076
l480,0,e34xe35,2,r2,1,s2,f228xf230xf308xf310xf94,5,29,5.8,2.77488738510232
l891,0,e11,1,r8,1,s1,f195xf73,2,12,6,1.4142135623731
l13,1,e13,1,r6,1,s1,f345,1,1,1,0
l183,0,e20xe34xe35,3,r2,1,s1,f134xf219xf221xf301,4,4,1,0
l507,0,e34xe35,2,r2,1,s2,f232xf312,2,18,9,1.4142135623731
l638,2,e42xe44,2,r2,1,s1,f283xf291xf368xf376,4,25,6.25,0.957427107756338
l252,1,e20,1,r2,1,s1,f134xf219,2,2,1,0
l298,1,e34xe35,2,r2,1,s2,f232xf307xf312,3,3,1,0
l857,1,e11,1,r8,1,s1,f170xf54,2,24,12,0
l230,0,e35,1,r2,1,s4,f312,1,1,1,0
l644,2,e42xe44,2,r2,1,s1,f283xf291xf368xf376,4,54,13.5,8.7368949480541
l315,0,e20,1,r2,1,s1,f219,1,1,1,0
l118,1,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l1066,1,e11xe13,2,r6xr8,2,s1,f273xf345xf54xf68,4,16,4,4.08248290463863
l797,1,e11xe24,2,r2xr8,2,s1,f170xf239xf318xf54,4,6,1.5,0.577350269189626
l506,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,89,22.25,23.3291662945764
l839,1,e11,1,r8,1,s1,f170xf54,2,3,1.5,0.707106781186548
l516,0,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l95,0,e34xe35,2,r2,1,s2,f227xf228xf230xf232xf307xf308xf310xf312,8,56,7,3.89138242053607
l802,1,e11xe13xe22xe23,4,r6xr7xr8,3,s1,f170xf222xf223xf273xf54xf68,6,6,1,0
l834,1,e15,1,r8,1,s2,f203xf82,2,9,4.5,4.94974746830583
l700,1,e11,1,r8,1,s1,f170,1,1,1,0
l445,0,e34xe35,2,r2,1,s2,f232xf312,2,30,15,0
l644,0,e42xe44,2,r2,1,s4,f368xf376,2,6,3,0
l945,1,e54,1,r2,1,s4,f360xf362,2,2,1,0
l814,0,e11,1,r8,1,s1,f191xf70,2,11,5.5,3.53553390593274
l767,1,e13,1,r6,1,s1,f273xf345,2,6,3,1.4142135623731
l500,0,e11xe35,2,r2xr8,2,s1,f160xf312,2,2,1,0
l126,0,e11xe34xe35,3,r2xr8,2,s2,f160xf181xf227xf232xf233xf235xf307xf312xf313xf315,10,30,3,1.88561808316413
l846,0,e15,1,r8,1,s2,f82,1,12,12,0
l558,1,e11,1,r8,1,s2,f171xf55,2,2,1,0
l122,0,e34xe35,2,r2,1,s2,f227xf232xf233xf235xf307xf312xf313xf315,8,27,3.375,2.13390989232709
l417,1,e11xe20xe34xe35,4,r2xr8,2,s1,f134xf160xf211xf219xf227xf301xf307xf312xf44,9,10,1.11111111111111,0.333333333333333
l475,0,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,11,2.75,2.06155281280883
l1107,0,e11xe15,2,r8,1,s1,f172xf193xf201xf203xf56xf71xf80xf82,8,143,17.875,28.4124595405406
l627,0,e11xe22xe23,3,r7xr8,2,s2,f305xf306xf75,3,3,1,0
l491,0,e34,1,r2,1,s2,f235,1,1,1,0
l514,0,e34xe35,2,r2,1,s2,f232xf312,2,475,237.5,36.0624458405139
l455,0,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l890,0,e11,1,r8,1,s2,f73,1,3,3,0
l888,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l734,1,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,22,5.5,4.12310562561766
l744,1,e11xe13xe14,3,r4xr6xr8,3,s1,f190xf273xf54xf68,4,15,3.75,5.5
l1030,0,e11,1,r8,1,s2,f170xf54,2,4,2,0
l999,0,e11,1,r8,1,s1,f209xf87,2,3,1.5,0.707106781186548
l476,0,e34xe35,2,r2,1,s2,f229xf232xf234xf235xf308xf309xf312xf313xf314,9,132,14.6666666666667,18.4390889145858
l1067,0,e11,1,r8,1,s2,f54xf68,2,5,2.5,0.707106781186548
l365,1,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,4,1,0
l734,1,e11xe15xe54,3,r2xr8,2,s1,f198xf203xf82,3,14,4.66666666666667,2.3094010767585
l483,0,e20xe35,2,r2,1,s1,f134xf219xf301xf307xf312,5,9,1.8,1.30384048104053
l270,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,9,2.25,1.5
l12,0,e11,1,r8,1,s1,f74,1,1,1,0
l938,0,e11,1,r8,1,s1,f202xf81,2,26,13,1.4142135623731
l793,0,e11,1,r8,1,s1,f73,1,11,11,0
l821,0,e11xe15,2,r8,1,s1,f193xf203xf71xf82,4,32,8,6.78232998312527
l693,1,e11,1,r8,1,s1,f170xf54,2,4,2,0
l888,0,e20,1,r2,1,s1,f134xf219,2,3,1.5,0.707106781186548
l783,0,e11,1,r8,1,s2,f171xf55,2,2,1,0
l646,1,e11,1,r8,1,s1,f201xf68xf80,3,7,2.33333333333333,1.15470053837925
l878,0,e11,1,r8,1,s1,f195xf68xf73,3,16,5.33333333333333,4.04145188432738
l466,0,e34xe35,2,r2,1,s2,f234xf314,2,14,7,0
