"","location","fault_severity","severity_type","n.event.types","n.features","max.vol","min.vol","n.resource_type","highest_feature","lowest_feature","sum_vol","sd_vol"
"2476","location 107","0","severity_type 2",2,6,14,1,1,"feature 307","feature 313",34,4.76095228569523
"2486","location 653","0","severity_type 2",1,2,6,6,1,"feature 82","feature 82",12,0
"2488","location 133","0","severity_type 2",2,5,3,1,1,"feature 312","feature 315",11,0.836660026534076
"2490","location 167","1","severity_type 2",1,2,1,1,1,"feature 227","feature 227",2,0
"2493","location 444","0","severity_type 2",2,4,1,1,1,"feature 232","feature 232",4,0
"2496","location 13","0","severity_type 2",1,1,1,1,1,"feature 77","feature 77",1,NA
"2497","location 925","1","severity_type 1",1,5,25,2,1,"feature 170","feature 182",67,10.899541274751
"2498","location 963","0","severity_type 1",1,3,54,4,1,"feature 195","feature 109",86,25.0066657780147
"2499","location 1030","1","severity_type 1",1,1,1,1,1,"feature 68","feature 68",1,NA
"2500","location 995","2","severity_type 1",2,9,70,1,1,"feature 105","feature 172",174,25.3130401176943
"2501","location 122","0","severity_type 2",2,8,9,1,1,"feature 312","feature 235",43,2.77424378370549
"2503","location 473","0","severity_type 2",2,6,1,1,1,"feature 232","feature 232",6,0
"2506","location 846","1","severity_type 2",1,2,4,3,1,"feature 82","feature 203",7,0.707106781186548
"2514","location 829","0","severity_type 2",1,2,5,1,1,"feature 55","feature 171",6,2.82842712474619
"2516","location 823","0","severity_type 1",2,3,61,6,1,"feature 71","feature 108",104,27.5741424768447
"2518","location 798","1","severity_type 1",2,2,13,6,1,"feature 82","feature 203",19,4.94974746830583
"2520","location 427","0","severity_type 4",1,1,1,1,1,"feature 315","feature 315",1,NA
"2524","location 821","2","severity_type 1",3,6,22,1,2,"feature 82","feature 201",34,8.11582815655104
"2525","location 469","0","severity_type 1",2,2,1,1,1,"feature 301","feature 301",2,0
"2531","location 1088","0","severity_type 3",1,1,1,1,1,"feature 10","feature 10",1,NA
"2535","location 805","0","severity_type 1",1,2,7,4,1,"feature 70","feature 191",11,2.12132034355964
"2537","location 661","1","severity_type 2",2,2,3,1,2,"feature 222","feature 75",4,1.4142135623731
"2539","location 127","0","severity_type 2",2,7,10,2,1,"feature 313","feature 235",39,3.10145895008263
"2541","location 1103","0","severity_type 1",1,1,1,1,1,"feature 134","feature 134",1,NA
"2542","location 984","1","severity_type 1",1,1,1,1,1,"feature 345","feature 345",1,NA
"2546","location 901","0","severity_type 1",1,1,1,1,1,"feature 135","feature 135",1,NA
"2557","location 998","0","severity_type 2",1,2,3,2,1,"feature 87","feature 54",5,0.707106781186548
"2560","location 478","0","severity_type 2",2,10,38,1,1,"feature 314","feature 313",131,13.8439718128706
"2564","location 406","1","severity_type 1",2,3,1,1,1,"feature 219","feature 219",3,0
"2565","location 897","1","severity_type 1",2,2,1,1,1,"feature 291","feature 291",2,0
"2566","location 793","0","severity_type 1",1,2,5,4,1,"feature 73","feature 195",9,0.707106781186548
"2567","location 906","2","severity_type 1",1,2,9,6,1,"feature 81","feature 202",15,2.12132034355964
"2569","location 124","0","severity_type 2",2,6,2,1,1,"feature 233","feature 315",8,0.516397779494322
"2571","location 892","0","severity_type 1",4,8,37,3,1,"feature 378","feature 290",175,10.3432172391932
"2575","location 165","1","severity_type 2",2,5,2,1,1,"feature 307","feature 232",7,0.547722557505166
"2576","location 1038","1","severity_type 1",1,4,18,1,1,"feature 170","feature 182",38,9.81495457622364
"2577","location 1052","0","severity_type 1",2,3,7,1,1,"feature 82","feature 80",9,3.46410161513775
"2580","location 1026","0","severity_type 4",1,2,1,1,1,"feature 306","feature 306",2,0
"2581","location 198","0","severity_type 1",2,2,1,1,1,"feature 301","feature 301",2,0
"2588","location 1","0","severity_type 1",2,4,15,5,1,"feature 80","feature 201",34,4.72581562625261
"2589","location 679","1","severity_type 1",1,2,8,8,1,"feature 55","feature 55",16,0
"2592","location 834","2","severity_type 2",1,2,33,7,1,"feature 82","feature 203",40,18.3847763108502
"2594","location 1098","2","severity_type 1",1,1,1,1,1,"feature 54","feature 54",1,NA
"2596","location 244","0","severity_type 2",2,2,33,23,1,"feature 232","feature 312",56,7.07106781186548
"2599","location 1066","0","severity_type 2",2,1,1,1,2,"feature 68","feature 68",1,NA
"2606","location 641","0","severity_type 1",2,4,5,4,1,"feature 376","feature 283",18,0.577350269189626
"2607","location 638","0","severity_type 1",2,4,7,1,1,"feature 368","feature 283",16,3.46410161513775
"2608","location 1095","0","severity_type 1",2,2,1,1,2,"feature 54","feature 54",2,0
"2613","location 126","0","severity_type 2",2,8,16,1,1,"feature 313","feature 235",62,6.67083203206317
"2614","location 885","0","severity_type 1",1,2,4,4,1,"feature 202","feature 202",8,0
"2615","location 798","2","severity_type 2",1,2,28,14,1,"feature 82","feature 203",42,9.89949493661167
"2618","location 600","2","severity_type 2",1,3,42,1,1,"feature 82","feature 71",75,21.3775583264319
"2622","location 137","0","severity_type 2",3,4,2,1,2,"feature 312","feature 160",6,0.577350269189626
"2624","location 855","0","severity_type 2",1,2,1,1,1,"feature 70","feature 70",2,0
"2626","location 1112","0","severity_type 1",1,1,1,1,1,"feature 209","feature 209",1,NA
"2627","location 118","0","severity_type 2",2,2,19,18,1,"feature 232","feature 312",37,0.707106781186548
"2628","location 498","0","severity_type 2",2,7,39,2,1,"feature 313","feature 312",118,14.7809401079969
"2631","location 470","0","severity_type 1",3,7,4,1,1,"feature 307","feature 232",16,1.38013111868471
"2635","location 16","0","severity_type 1",1,1,1,1,1,"feature 68","feature 68",1,NA
"2637","location 950","0","severity_type 1",1,2,1,1,1,"feature 87","feature 87",2,0
"2639","location 17","1","severity_type 1",1,6,4,1,1,"feature 54","feature 86",12,1.54919333848297
"2641","location 481","0","severity_type 2",2,5,6,1,1,"feature 310","feature 94",21,1.92353840616713
"2642","location 957","0","severity_type 1",2,2,2,1,2,"feature 191","feature 70",3,0.707106781186548
"2644","location 613","1","severity_type 1",2,2,18,2,1,"feature 82","feature 203",20,11.3137084989848
"2648","location 834","1","severity_type 2",1,2,20,4,1,"feature 82","feature 203",24,11.3137084989848
"2649","location 114","0","severity_type 4",1,2,1,1,1,"feature 307","feature 307",2,0
"2653","location 100","0","severity_type 4",1,2,2,2,1,"feature 307","feature 307",4,0
"2656","location 102","0","severity_type 2",2,4,1,1,1,"feature 313","feature 313",4,0
"2660","location 824","1","severity_type 1",1,1,1,1,1,"feature 80","feature 80",1,NA
"2662","location 149","0","severity_type 1",3,4,1,1,1,"feature 221","feature 221",4,0
"2663","location 957","0","severity_type 1",1,2,3,2,1,"feature 55","feature 171",5,0.707106781186548
"2666","location 473","0","severity_type 2",2,3,1,1,1,"feature 312","feature 312",3,0
"2670","location 976","1","severity_type 2",1,2,11,3,1,"feature 82","feature 203",14,5.65685424949238
"2671","location 256","0","severity_type 2",2,2,8,8,1,"feature 312","feature 312",16,0
"2674","location 116","0","severity_type 2",2,2,3,1,1,"feature 312","feature 232",4,1.4142135623731
"2675","location 249","1","severity_type 2",2,2,2,2,1,"feature 312","feature 312",4,0
"2680","location 662","0","severity_type 1",1,1,2,2,1,"feature 54","feature 54",2,NA
"2684","location 484","0","severity_type 2",2,4,3,1,1,"feature 312","feature 230",7,0.957427107756338
"2686","location 274","0","severity_type 1",3,4,3,2,1,"feature 221","feature 134",10,0.577350269189626
"2688","location 978","1","severity_type 1",3,3,2,1,3,"feature 56","feature 35",4,0.577350269189626
"2689","location 814","0","severity_type 1",1,2,12,7,1,"feature 70","feature 191",19,3.53553390593274
"2692","location 444","0","severity_type 2",2,2,2,2,1,"feature 313","feature 313",4,0
"2695","location 909","0","severity_type 2",2,2,4,2,2,"feature 54","feature 40",6,1.4142135623731
"2696","location 798","1","severity_type 2",1,2,4,1,1,"feature 82","feature 203",5,2.12132034355964
"2703","location 846","0","severity_type 2",1,1,2,2,1,"feature 82","feature 82",2,NA
"2707","location 793","0","severity_type 1",1,2,114,83,1,"feature 73","feature 195",197,21.920310216783
"2708","location 311","0","severity_type 1",1,2,1,1,1,"feature 135","feature 135",2,0
"2711","location 476","0","severity_type 1",3,14,4,1,1,"feature 232","feature 235",26,1.40642169281549
"2713","location 919","0","severity_type 1",1,2,16,9,1,"feature 171","feature 55",25,4.94974746830583
"2715","location 68","1","severity_type 1",1,2,16,7,1,"feature 55","feature 171",23,6.36396103067893
"2718","location 476","0","severity_type 2",2,4,9,1,1,"feature 312","feature 233",20,4.08248290463863
"2722","location 803","1","severity_type 1",1,4,4,1,1,"feature 206","feature 85",11,1.5
"2723","location 67","1","severity_type 2",1,2,5,2,1,"feature 55","feature 171",7,2.12132034355964
"2724","location 1092","0","severity_type 1",1,1,1,1,1,"feature 68","feature 68",1,NA
"2725","location 460","1","severity_type 2",2,5,14,1,1,"feature 312","feature 234",30,6.85565460040104
"2727","location 244","0","severity_type 2",2,2,15,15,1,"feature 232","feature 232",30,0
"2729","location 157","0","severity_type 4",1,1,2,2,1,"feature 312","feature 312",2,NA
"2730","location 498","0","severity_type 2",2,4,22,3,1,"feature 313","feature 235",50,10.4083299973307
"2731","location 845","0","severity_type 2",1,2,8,7,1,"feature 82","feature 203",15,0.707106781186548
"2732","location 599","0","severity_type 1",1,1,1,1,1,"feature 71","feature 71",1,NA
"2734","location 1010","0","severity_type 1",1,2,5,2,1,"feature 73","feature 195",7,2.12132034355964
"2735","location 760","0","severity_type 1",2,2,2,1,2,"feature 87","feature 209",3,0.707106781186548
"2736","location 371","0","severity_type 2",2,4,14,6,1,"feature 235","feature 313",39,4.3493294502333
"2741","location 1016","2","severity_type 1",1,2,10,1,1,"feature 155","feature 182",11,6.36396103067893
"2743","location 1101","0","severity_type 1",1,1,1,1,1,"feature 201","feature 201",1,NA
"2748","location 206","1","severity_type 1",2,3,2,1,1,"feature 301","feature 134",5,0.577350269189626
"2749","location 769","0","severity_type 1",1,1,2,2,1,"feature 170","feature 170",2,NA
"2753","location 489","0","severity_type 2",2,4,28,5,1,"feature 312","feature 233",63,9.74251849711699
"2756","location 1053","1","severity_type 1",1,2,2,2,1,"feature 80","feature 80",4,0
"2759","location 1094","0","severity_type 2",1,2,1,1,1,"feature 198","feature 198",2,0
"2765","location 734","0","severity_type 2",1,3,4,2,1,"feature 82","feature 80",9,1
"2768","location 67","0","severity_type 1",1,2,20,8,1,"feature 55","feature 171",28,8.48528137423857
"2770","location 1100","2","severity_type 1",2,7,187,2,1,"feature 56","feature 71",468,70.404612944107
"2773","location 825","1","severity_type 1",2,2,2,2,1,"feature 201","feature 201",4,0
"2774","location 1008","1","severity_type 2",1,2,5,3,1,"feature 82","feature 203",8,1.4142135623731
"2777","location 507","0","severity_type 2",2,3,21,2,1,"feature 232","feature 307",43,10.6926766215636
"2781","location 1109","0","severity_type 1",1,1,2,2,1,"feature 268","feature 268",2,NA
"2783","location 470","0","severity_type 2",2,4,12,1,1,"feature 312","feature 233",22,4.65474668125631
"2784","location 895","2","severity_type 1",3,6,35,6,1,"feature 368","feature 290",157,10.7035819549657
"2786","location 957","0","severity_type 4",1,2,3,2,1,"feature 362","feature 360",5,0.707106781186548
"2787","location 1042","1","severity_type 2",1,2,18,8,1,"feature 82","feature 203",26,7.07106781186548
"2792","location 619","0","severity_type 2",1,1,1,1,1,"feature 54","feature 54",1,NA
"2793","location 1037","0","severity_type 1",4,10,21,1,2,"feature 170","feature 54",47,6.07453701939498
"2798","location 810","0","severity_type 2",1,1,1,1,1,"feature 71","feature 71",1,NA
"2802","location 484","0","severity_type 2",2,2,4,4,1,"feature 232","feature 232",8,0
"2803","location 484","0","severity_type 2",2,7,5,1,1,"feature 235","feature 234",18,1.39727626201154
"2804","location 653","0","severity_type 2",1,1,1,1,1,"feature 82","feature 82",1,NA
"2807","location 451","0","severity_type 1",3,4,1,1,1,"feature 221","feature 221",4,0
"2808","location 155","0","severity_type 2",2,2,9,7,1,"feature 312","feature 232",16,1.4142135623731
"2815","location 459","0","severity_type 2",2,3,3,1,1,"feature 312","feature 307",7,1.15470053837925
"2816","location 469","0","severity_type 2",2,3,58,2,1,"feature 312","feature 313",104,29.1433239925259
"2817","location 600","0","severity_type 2",1,2,14,14,1,"feature 82","feature 82",28,0
"2823","location 299","0","severity_type 2",2,2,1,1,1,"feature 312","feature 312",2,0
"2824","location 793","0","severity_type 1",1,2,13,4,1,"feature 73","feature 195",17,6.36396103067893
"2827","location 300","0","severity_type 1",3,4,1,1,1,"feature 301","feature 301",4,0
"2829","location 1018","1","severity_type 1",2,2,3,3,1,"feature 80","feature 80",6,0
"2831","location 380","0","severity_type 2",2,2,6,5,1,"feature 232","feature 312",11,0.707106781186548
"2832","location 1061","2","severity_type 2",1,2,4,4,1,"feature 82","feature 82",8,0
"2835","location 126","0","severity_type 2",2,8,9,3,1,"feature 312","feature 315",46,2.25198325291921
"2836","location 673","0","severity_type 1",1,1,10,10,1,"feature 55","feature 55",10,NA
"2839","location 962","0","severity_type 1",2,2,4,4,1,"feature 203","feature 203",8,0
"2840","location 193","0","severity_type 4",1,1,1,1,1,"feature 94","feature 94",1,NA
"2842","location 1030","0","severity_type 1",1,1,1,1,1,"feature 134","feature 134",1,NA
"2845","location 962","2","severity_type 2",1,2,10,9,1,"feature 82","feature 203",19,0.707106781186548
"2846","location 382","0","severity_type 2",2,2,2,1,1,"feature 312","feature 232",3,0.707106781186548
"2848","location 465","0","severity_type 2",2,2,19,17,1,"feature 312","feature 232",36,1.4142135623731
"2852","location 760","0","severity_type 2",2,1,2,2,2,"feature 54","feature 54",2,NA
"2854","location 1011","1","severity_type 5",1,2,1,1,1,"feature 218","feature 218",2,0
"2857","location 155","0","severity_type 2",1,1,1,1,1,"feature 181","feature 181",1,NA
"2859","location 130","1","severity_type 1",2,3,1,1,1,"feature 219","feature 219",3,0
"2860","location 798","1","severity_type 2",1,2,8,3,1,"feature 82","feature 203",11,3.53553390593274
"2861","location 1107","0","severity_type 1",2,3,28,1,1,"feature 82","feature 193",35,14.3643076176102
"2864","location 755","0","severity_type 1",1,1,1,1,1,"feature 55","feature 55",1,NA
"2865","location 1009","0","severity_type 1",1,2,2,1,1,"feature 195","feature 73",3,0.707106781186548
"2866","location 931","2","severity_type 1",2,4,30,3,1,"feature 82","feature 201",52,11.7473401244707
"2867","location 816","0","severity_type 2",1,1,1,1,1,"feature 69","feature 69",1,NA
"2876","location 589","1","severity_type 1",1,2,1,1,1,"feature 219","feature 219",2,0
"2878","location 373","0","severity_type 2",2,2,75,74,1,"feature 232","feature 312",149,0.707106781186548
"2879","location 313","0","severity_type 1",3,9,12,1,1,"feature 233","feature 134",31,4.5856054973992
"2880","location 607","1","severity_type 1",3,4,4,3,3,"feature 162","feature 68",13,0.5
"2884","location 877","0","severity_type 1",2,4,4,4,1,"feature 276","feature 276",16,0
"2891","location 157","0","severity_type 4",1,1,1,1,1,"feature 312","feature 312",1,NA
"2892","location 120","1","severity_type 2",2,2,1,1,1,"feature 232","feature 232",2,0
"2894","location 934","0","severity_type 1",1,1,1,1,1,"feature 15","feature 15",1,NA
"2896","location 1053","0","severity_type 2",1,1,1,1,1,"feature 80","feature 80",1,NA
"2897","location 878","0","severity_type 1",1,2,9,6,1,"feature 73","feature 195",15,2.12132034355964
"2899","location 494","0","severity_type 2",2,6,93,1,1,"feature 232","feature 235",271,38.9225727138722
"2903","location 1086","2","severity_type 2",1,2,20,8,1,"feature 82","feature 203",28,8.48528137423857
"2906","location 1","0","severity_type 2",1,3,2,1,1,"feature 56","feature 80",4,0.577350269189626
"2907","location 2","1","severity_type 1",3,5,2,1,3,"feature 273","feature 54",8,0.547722557505166
